"EH_ID","labels","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection"
"LM0268","E57aBGS","E5",17.23,18.01,"95.6690727373681",0.46,5,"primary"
"LM0269","E57aLNR","E5",19.62,20.09,"97.6605276256844",0,5,"primary"
"LM0270","E57aILW","E5",20.63,19.14,"107.784743991641",0.08,5,"primary"
"LM0271","E57aNVX","E5",20.92,21.28,"98.3082706766917",0.62,5,"primary"
"LM0272","E57aGPU","E5",15.71,16.13,"97.3961562306262",0,5,"primary"
"LM0273","E57aCFP","E5",18.41,18.66,"98.6602357984995",0,5,"primary"
"LM0274","E57aDIR","E5",23.58,24.65,"95.6592292089249",0.36,5,"primary"
"LM0275","E57aILV","E5",19.03,19.4,"98.0927835051547",0.3,5,"primary"
"LM0276","E57aADJ","E5",23.73,24.31,"97.614150555327",0,5,"primary"
"LM0277","E57aIMZ","E5",17.26,19.36,"89.1528925619835",0.86,5,"primary"
"LM0278","E57aBLV","E5",17.42,17.54,"99.3158494868871",0,5,"primary"
"LM0279","E57aDNV","E5",12.43,13.43,"92.553983618764",0.23,5,"primary"
"LM0280","E57aKLR","E5",16.61,16.32,"101.776960784314",0.32,5,"primary"
"LM0281","E57aKRT","E5",14.05,14.41,"97.5017349063151",0.48,5,"primary"
"LM0282","E57aDST","E5",23.69,24.32,"97.4095394736842",0.84,5,"primary"
"LM0283","E57aBSV","E5",14.2,15.15,"93.7293729372937",0,5,"primary"
"LM0284","E57aAMP","E5",18.96,21.53,"88.0631676730144",0,5,"primary"
"LM0285","E57aLOZ","E5",13.85,15.92,"86.9974874371859",0.13,5,"primary"
"LM0286","E57aCDM","E5",14.44,15.42,"93.6446173800259",0.75,5,"primary"
"LM0287","E57aADV","E5",17.18,19.81,"86.7238768298839",0.47,5,"primary"
"LM0288","E57aDNW","E5",15.72,17.29,"90.9196067090804",0.74,5,"primary"
"LM0289","E57aCRX","E5",18.67,19.44,"96.0390946502058",0,5,"primary"
"LM0291","E57aAFL","E5",15.88,16.53,"96.0677555958863",0.92,5,"primary"
"LM0292","E57aQRZ","E5",19.77,20.56,"96.1575875486381",0.44,5,"primary"
"LM0293","E57aLPR","E5",15.76,16.94,"93.0342384887839",0.83,5,"primary"
"LM0294","E57aFMR","E5",12.95,13.66,"94.8023426061493",0,5,"primary"
"LM0295","E57aCNV","E5",16.95,17.12,"99.0070093457944",0.39,5,"primary"
"LM0179","E57aRVX","E5",19.34,18.93,"102.16587427364",0,6,"primary"
"LM0180","E57aKWY","E5",23.66,24.1,"98.1742738589212",0,6,"primary"
"LM0181","E57aJLY","E5",17.48,17.5,"99.8857142857143",0.73,6,"primary"
"LM0182","E57aJRS","E5",17.72,16.94,"104.604486422668",0.75,6,"primary"
"LM0183","E57aDSY","E5",16.73,17.08,"97.9508196721312",0.63,6,"primary"
"LM0184","E57aSYZ","E5",21.32,22.8,"93.5087719298246",0.96,6,"primary"
"LM0185","E57aEFU","E5",20.14,20.1,"100.199004975124",0.66,6,"primary"
"LM0186","E57aEJM","E5",18.31,18.1,"101.160220994475",1.35,6,"primary"
"LM0187","E57aFPR","E5",15.5,16.71,"92.7588270496709",1.5,6,"primary"
"LM0188","E57aEOU","E5",20.1,20.6,"97.5728155339806",0.84,6,"primary"
"LM0189","E57aABV","E5",16.2,17.03,"95.1262477980035",1.41,6,"primary"
"LM0190","E57aNSZ","E5",15.21,15.55,"97.8135048231511",0,6,"primary"
"LM0191","E57aAJO","E5",21.73,21.97,"98.9076012744652",0.38,6,"primary"
"LM0192","E57aDMO","E5",20.95,21.06,"99.4776828110161",1.53,6,"primary"
"LM0193","E57aDJP","E5",14.94,16.4,"91.0975609756098",1.03,6,"primary"
"LM0194","E57aAMY","E5",19.39,20.37,"95.1890034364261",1.22,6,"primary"
"LM0195","E57aDGU","E5",17.01,16.88,"100.770142180095",1.33,6,"primary"
"LM0196","E57aINP","E5",20.93,22.5,"93.0222222222222",0,6,"primary"
"LM0197","E57aABU","E5",22.02,21.35,"103.138173302108",0,6,"primary"
"LM0198","E57aTXY","E5",17.91,17.65,"101.473087818697",0.92,6,"primary"
"LM0199","E57aIMQ","E5",27.48,26.85,"102.346368715084",0.11,6,"primary"
"LM0200","E57aLMV","E5",26.37,22.32,"118.145161290323",0.81,6,"primary"
"LM0201","E57aBES","E5",22.79,21.75,"104.781609195402",0,6,"primary"
"LM0202","E57aBIK","E5",17.68,17.68,"100",0.78,6,"primary"
"LM0203","E57aCPT","E5",22.02,20.26,"108.687068114511",0.75,6,"primary"
"LM0204","E57aAKU","E5",19.92,19.26,"103.426791277259",0.55,6,"primary"
"LM0206","E57aBEM","E5",16.29,16.97,"95.9929286977018",0.68,6,"primary"
"LM0207","E57aKTU","E5",15.62,17.27,"90.4458598726115",0,6,"primary"
"LM0208","E57aDPV","E5",21.83,22.82,"95.6617002629273",0,6,"primary"
"LM0209","E57aDHQ","E5",21.71,22.09,"98.2797645993662",0,6,"primary"
"LM0210","E57aCWX","E5",16.15,15.65,"103.194888178914",0,6,"primary"
"LM0211","E57aDJU","E5",14.26,17.42,"81.8599311136624",0,6,"primary"
"LM0212","E57aABY","E5",18.68,21.58,"86.5616311399444",0.1,6,"primary"
"LM0213","E57aABM","E5",14.03,15.39,"91.1630929174789",0,6,"primary"
"LM0214","E57aOTZ","E5",24.34,27.43,"88.7349617207437",0,6,"primary"
"LM0215","E57aGMX","E5",23.61,23.9,"98.7866108786611",0,6,"primary"
"LM0216","E57aBFX","E5",16.92,18.37,"92.1066956995101",0.97,6,"primary"
"LM0217","E57aDFN","E5",17.4,17.74,"98.0834272829763",0.09,6,"primary"
"LM0218","E57aINU","E5",20.12,20.36,"98.8212180746562",0.61,6,"primary"
"LM0219","E57aCGL","E5",20.11,19,"105.842105263158",0.07,6,"primary"
"LM0220","E57aAKR","E5",19.2,19.72,"97.3630831643002",0,6,"primary"
"LM0221","E57aHOZ","E5",18.45,19.73,"93.5124176381146",1.2,6,"primary"
"LM0222","E57aAKQ","E5",21.38,23.99,"89.1204668611922",0.76,6,"primary"
"LM0223","E57aBWY","E5",21.57,20.73,"104.052098408104",0.44,6,"primary"
"LM0224","E57aIMR","E5",18.09,19.21,"94.1697032795419",0,6,"primary"
"LM0225","E57aGIL","E5",27.58,28.05,"98.3244206773619",0.78,6,"primary"
"LM0226","E57aJNR","E5",15.79,15.16,"104.155672823219",0,6,"primary"
"LM0227","E57aBEH","E5",21.52,20.03,"107.438841737394",0,6,"primary"
"LM0228","E57aEIY","E5",19.87,18.56,"107.058189655172",0,6,"primary"
"LM0229","E57aKOU","E5",15.21,15.82,"96.1441213653603",1.64,6,"primary"
"LM0230","E57aGJS","E5",14.98,15.87,"94.3919344675489",1.55,6,"primary"
"LM0231","E57aFMT","E5",18.58,18.71,"99.3051843933725",0.18,6,"primary"
"LM0232","E57aEGZ","E5",23.55,24.14,"97.5559237779619",2.06,6,"primary"
"LM0233","E57aDVW","E5",26.2,24.55,"106.720977596741",0,6,"primary"
"LM0234","E57aLNY","E5",31.45,28.55,"110.15761821366",0,6,"primary"
"LM0235","E57aEMZ","E5",18.95,17.03,"111.274221961245",1.96,6,"primary"
"LM0236","E57aKNZ","E5",24.33,23.64,"102.918781725888",0.88,6,"primary"
"LM0237","E57aBFL","E5",11.67,11.02,"105.898366606171",0.58,6,"primary"
"LM0238","E57aIOY","E5",17.61,15.31,"115.022860875245",0.58,6,"primary"
"LM0239","E57aQVY","E5",17.66,16.84,"104.869358669834",0,6,"primary"
"LM0240","E57aCKZ","E5",18.1,16.19,"111.797405806053",0,6,"primary"
"LM0241","E57aEOZ","E5",15.04,14.51,"103.652653342522",0,6,"primary"
"LM0242","E57aKTX","E5",17.49,15.65,"111.757188498403",0.18,6,"primary"
"LM0243","E57aMPY","E5",18.31,18.58,"98.5468245425188",0.51,6,"primary"
"LM0244","E57aVWY","E5",13.67,12.33,"110.867802108678",0,6,"primary"
"LM0245","E57aJOP","E5",15.66,16.71,"93.7163375224417",0,6,"primary"
"LM0246","E57aTUY","E5",20.29,17.95,"113.036211699164",0.13,6,"primary"
"LM0247","E57aMNR","E5",24.56,25.21,"97.4216580721936",0,6,"primary"
"LM0248","E57aEFG","E5",19.54,17.99,"108.615897720956",0,6,"primary"
"LM0249","E57aHLW","E5",21.81,22.27,"97.9344409519533",0,6,"primary"
"LM0250","E57aKOS","E5",19.83,20.59,"96.3088878096163",0,6,"primary"
"LM0251","E57aADS","E5",20.72,19.67,"105.338078291815",1.28,6,"primary"
"LM0252","E57aDQY","E5",15.14,15.01,"100.866089273817",0.24,6,"primary"
"LM0253","E57aKWZ","E5",10.97,11.08,"99.0072202166065",1.88,6,"primary"
"LM0254","E57aGMQ","E5",20.19,20.16,"100.14880952381",0,6,"primary"
"LM0255","E57aBNV","E5",14.75,14.65,"100.682593856655",1.58,6,"primary"
"LM0256","E57aLPS","E5",26.63,25.63,"103.90167772142",1.59,6,"primary"
"LM0257","E57aBKN","E5",20.57,19.57,"105.109862033725",0.17,6,"primary"
"LM0258","E57aEJP","E5",17.2,17.53,"98.1175128351397",0,6,"primary"
"LM0259","E57aQSX","E5",24.78,24.62,"100.649878147847",0,6,"primary"
"LM0260","E57aFQW","E5",18.56,20.11,"92.2923918448533",1.62,6,"primary"
"LM0261","E57aGOS","E5",15.17,15.38,"98.6345903771131",0.27,6,"primary"
"LM0262","E57aMUX","E5",16.41,15.24,"107.677165354331",0.52,6,"primary"
"LM0263","E57aMNQ","E5",17.91,18.47,"96.9680563075257",0,6,"primary"
"LM0264","E57aBGP","E5",14.28,17.69,"80.7235726399096",0,6,"primary"
"LM0265","E57aMRW","E5",22.88,23.29,"98.2395878059253",0.8,6,"primary"
"LM0266","E57aBLS","E5",18.53,18.04,"102.716186252772",0,6,"primary"
"LM0267","E57aGOR","E5",29.54,26.73,"110.512532734755",1.42,6,"primary"
"LM0268","E57aDKL","E5",16.77,18.01,"93.1149361465852",1.14,6,"primary"
"LM0269","E57aGNS","E5",19.77,20.09,"98.4071677451468",2.08,6,"primary"
"LM0270","E57aKQS","E5",20.77,19.14,"108.516196447231",0.38,6,"primary"
"LM0271","E57aGIN","E5",21.17,21.28,"99.4830827067669",0.17,6,"primary"
"LM0272","E57aBHL","E5",16.87,16.13,"104.587724736516",1.63,6,"primary"
"LM0273","E57aALO","E5",19.12,18.66,"102.465166130761",1.07,6,"primary"
"LM0274","E57aCEL","E5",25.41,24.65,"103.083164300203",0,6,"primary"
"LM0275","E57aKSW","E5",19.22,19.4,"99.0721649484536",0.52,6,"primary"
"LM0276","E57aDJK","E5",26,24.31,"106.951871657754",0,6,"primary"
"LM0277","E57aJVW","E5",19.22,19.36,"99.2768595041322",0,6,"primary"
"LM0278","E57aKQU","E5",17.39,17.54,"99.1448118586089",1.47,6,"primary"
"LM0279","E57aOSU","E5",13.23,13.43,"98.5107967237528",1.66,6,"primary"
"LM0280","E57aEPX","E5",16.84,16.32,"103.186274509804",0.45,6,"primary"
"LM0281","E57aJKX","E5",13.93,14.41,"96.6689798750867",0.65,6,"primary"
"LM0282","E57aJPU","E5",24.38,24.32,"100.246710526316",2.54,6,"primary"
"LM0283","E57aABC","E5",14.52,15.15,"95.8415841584158",0.92,6,"primary"
"LM0284","E57aDIO","E5",19.11,21.53,"88.7598699489085",1.97,6,"primary"
"LM0285","E57aBPV","E5",14.57,15.92,"91.5201005025126",2.6,6,"primary"
"LM0286","E57aCHJ","E5",14.8,15.42,"95.9792477302205",2.33,6,"primary"
"LM0287","E57aGLQ","E5",18.18,19.81,"91.7718324078748",0,6,"primary"
"LM0288","E57aHOQ","E5",16.69,17.29,"96.5297860034702",3.09,6,"primary"
"LM0289","E57aQUZ","E5",17.89,19.44,"92.0267489711934",1.56,6,"primary"
"LM0291","E57aKMT","E5",16.39,16.53,"99.1530550514217",2.47,6,"primary"
"LM0292","E57aAHK","E5",21.2,20.56,"103.112840466926",0,6,"primary"
"LM0293","E57aGNY","E5",16.4,16.94,"96.8122786304604",2.41,6,"primary"
"LM0294","E57aAFS","E5",12.88,13.66,"94.289897510981",2.29,6,"primary"
"LM0295","E57aADL","E5",16.79,17.12,"98.072429906542",1.26,6,"primary"
"LM0179","E57aBEJ","E5",18.41,18.93,"97.2530375066033",0,7,"primary"
"LM0180","E57aQRU","E5",23.32,24.1,"96.7634854771784",2.53,7,"primary"
"LM0181","E57aINV","E5",16.03,17.5,"91.6",0.85,7,"primary"
"LM0182","E57aFSW","E5",17.37,16.94,"102.538370720189",0,7,"primary"
"LM0183","E57aHJV","E5",16.46,17.08,"96.3700234192038",2.22,7,"primary"
"LM0184","E57aNRW","E5",21.55,22.8,"94.5175438596491",1.65,7,"primary"
"LM0185","E57aBIL","E5",20.06,20.1,"99.8009950248756",0.72,7,"primary"
"LM0186","E57aBQZ","E5",17.85,18.1,"98.6187845303867",0,7,"primary"
"LM0187","E57aAOP","E5",15.13,16.71,"90.5445840813884",0.34,7,"primary"
"LM0188","E57aUVY","E5",20.07,20.6,"97.4271844660194",0.94,7,"primary"
"LM0189","E57aCHW","E5",15.5,17.03,"91.015854374633",2.4,7,"primary"
"LM0190","E57aPWY","E5",14.66,15.55,"94.2765273311897",0.14,7,"primary"
"LM0191","E57aDOZ","E5",21.89,21.97,"99.6358670914884",0,7,"primary"
"LM0192","E57aEMT","E5",20.74,21.06,"98.4805318138652",0.34,7,"primary"
"LM0193","E57aBDL","E5",14.39,16.4,"87.7439024390244",0,7,"primary"
"LM0194","E57aAHU","E5",18.63,20.37,"91.4580265095729",0,7,"primary"
"LM0195","E57aKVY","E5",16.77,16.88,"99.3483412322275",0,7,"primary"
"LM0196","E57aACH","E5",20.72,22.5,"92.0888888888889",0,7,"primary"
"LM0197","E57aCNP","E5",22.63,21.35,"105.995316159251",0.9,7,"primary"
"LM0198","E57aJPV","E5",17.19,17.65,"97.3937677053825",2.08,7,"primary"
"LM0199","E57aCJY","E5",27.15,26.85,"101.117318435754",2.66,7,"primary"
"LM0200","E57aCIV","E5",25.72,22.32,"115.232974910394",0,7,"primary"
"LM0201","E57aCTW","E5",22.1,21.75,"101.609195402299",0.13,7,"primary"
"LM0202","E57aCQU","E5",16.94,17.68,"95.8144796380091",0,7,"primary"
"LM0203","E57aCHO","E5",21.93,20.26,"108.242843040474",2.12,7,"primary"
"LM0204","E57aKOT","E5",20.19,19.26,"104.828660436137",0.29,7,"primary"
"LM0206","E57aBPU","E5",16.89,16.97,"99.5285798467885",0,7,"primary"
"LM0207","E57aBEP","E5",16.71,17.27,"96.7573827446439",0.33,7,"primary"
"LM0208","E57aFHX","E5",22.66,22.82,"99.2988606485539",1.77,7,"primary"
"LM0209","E57aNOQ","E5",22.57,22.09,"102.172928927116",0,7,"primary"
"LM0210","E57aDRW","E5",16.85,15.65,"107.667731629393",0.14,7,"primary"
"LM0211","E57aIOQ","E5",15.05,17.42,"86.3949483352468",0.84,7,"primary"
"LM0212","E57aDNY","E5",19.67,21.58,"91.1492122335496",3.13,7,"primary"
"LM0213","E57aDMY","E5",15.43,15.39,"100.259909031839",0,7,"primary"
"LM0214","E57aEUV","E5",24.93,27.43,"90.885891359825",0.25,7,"primary"
"LM0215","E57aENO","E5",25.42,23.9,"106.359832635983",0.53,7,"primary"
"LM0216","E57aJOW","E5",17.88,18.37,"97.3326075122482",1.05,7,"primary"
"LM0217","E57aOPW","E5",18.44,17.74,"103.945885005637",0.56,7,"primary"
"LM0218","E57aAKV","E5",20.83,20.36,"102.308447937132",0,7,"primary"
"LM0219","E57aEJL","E5",20.45,19,"107.631578947368",0,7,"primary"
"LM0220","E57aBLW","E5",19.1,19.72,"96.8559837728195",0.08,7,"primary"
"LM0221","E57aGTU","E5",18.91,19.73,"95.8438925494171",0,7,"primary"
"LM0222","E57aHJN","E5",21.91,23.99,"91.3297207169654",0,7,"primary"
"LM0223","E57aJLW","E5",21.9,20.73,"105.643994211288",0.38,7,"primary"
"LM0224","E57aOPS","E5",19.89,19.21,"103.53982300885",0.43,7,"primary"
"LM0225","E57aMWX","E5",28.57,28.05,"101.853832442068",0,7,"primary"
"LM0226","E57aCSV","E5",16.06,15.16,"105.936675461741",0.85,7,"primary"
"LM0227","E57aFKN","E5",20.67,20.03,"103.195207189216",0.76,7,"primary"
"LM0228","E57aFIY","E5",18.54,18.56,"99.8922413793104",0,7,"primary"
"LM0229","E57aHIO","E5",14.53,15.82,"91.8457648546144",0.36,7,"primary"
"LM0230","E57aJTV","E5",13.57,15.87,"85.5072463768116",0.7,7,"primary"
"LM0231","E57aBGQ","E5",17.2,18.71,"91.9294494922501",0.08,7,"primary"
"LM0232","E57aHKN","E5",23.1,24.14,"95.6917978458989",0,7,"primary"
"LM0233","E57aCOR","E5",25.76,24.55,"104.928716904277",0,7,"primary"
"LM0234","E57aBIS","E5",31.3,28.55,"109.632224168126",0.56,7,"primary"
"LM0235","E57aAJU","E5",18.62,17.03,"109.336465061656",0,7,"primary"
"LM0236","E57aDOP","E5",23.48,23.64,"99.3231810490694",0.59,7,"primary"
"LM0237","E57aCKV","E5",11.16,11.02,"101.270417422868",0,7,"primary"
"LM0238","E57aCJQ","E5",16.25,15.31,"106.139777922926",0,7,"primary"
"LM0239","E57aGNZ","E5",17.5,16.84,"103.919239904988",0,7,"primary"
"LM0240","E57aKMX","E5",17.43,16.19,"107.659048795553",0.46,7,"primary"
"LM0241","E57aADE","E5",13.79,14.51,"95.0379048931771",1.45,7,"primary"
"LM0242","E57aAKX","E5",16.68,15.65,"106.581469648562",2.07,7,"primary"
"LM0243","E57aQUW","E5",16.76,18.58,"90.2045209903122",1.97,7,"primary"
"LM0244","E57aLNX","E5",12.87,12.33,"104.379562043796",0,7,"primary"
"LM0245","E57aOST","E5",14.31,16.71,"85.6373429084381",2.21,7,"primary"
"LM0246","E57aBOY","E5",19.33,17.95,"107.688022284123",1.73,7,"primary"
"LM0247","E57aAIK","E5",23.94,25.21,"94.9623165410551",0,7,"primary"
"LM0248","E57aJLX","E5",19.07,17.99,"106.003335186215",1.74,7,"primary"
"LM0249","E57aMRS","E5",21.18,22.27,"95.1055231252806",2.36,7,"primary"
"LM0250","E57aAKN","E5",17.9,20.59,"86.9354055366683",1,7,"primary"
"LM0251","E57aBDH","E5",19.04,19.67,"96.797153024911",1.88,7,"primary"
"LM0252","E57aMNY","E5",14.61,15.01,"97.3351099267155",0,7,"primary"
"LM0253","E57aBEW","E5",10.39,11.08,"93.7725631768953",0.29,7,"primary"
"LM0254","E57aBKZ","E5",19.76,20.16,"98.015873015873",0,7,"primary"
"LM0255","E57aEIR","E5",13.92,14.65,"95.0170648464164",0.68,7,"primary"
"LM0256","E57aLRU","E5",25.75,25.63,"100.46820132657",0.13,7,"primary"
"LM0257","E57aDIW","E5",19.84,19.57,"101.379662749106",0,7,"primary"
"LM0258","E57aACF","E5",17.63,17.53,"100.570450656018",0,7,"primary"
"LM0259","E57aBFW","E5",25.72,24.62,"104.46791226645",0.28,7,"primary"
"LM0260","E57aACX","E5",17.47,20.11,"86.8722028841372",0,7,"primary"
"LM0261","E57aCJM","E5",15.76,15.38,"102.470741222367",1.05,7,"primary"
"LM0262","E57aNOY","E5",16.51,15.24,"108.333333333333",0.22,7,"primary"
"LM0263","E57aEGR","E5",18.95,18.47,"102.598808879264",1.68,7,"primary"
"LM0264","E57aGIJ","E5",15.77,17.69,"89.1464104013567",1.39,7,"primary"
"LM0265","E57aGOX","E5",22.58,23.29,"96.951481322456",0.27,7,"primary"
"LM0266","E57aBIV","E5",18.86,18.04,"104.545454545455",0.42,7,"primary"
"LM0267","E57aCMR","E5",29.51,26.73,"110.400299289188",0.49,7,"primary"
"LM0268","E57aFIQ","E5",17.64,18.01,"97.9455857856746",1.27,7,"primary"
"LM0269","E57aAKY","E5",20.33,20.09,"101.19462419114",0,7,"primary"
"LM0270","E57aBNQ","E5",21.23,19.14,"110.919540229885",1.54,7,"primary"
"LM0271","E57aAGP","E5",22.61,21.28,"106.25",0,7,"primary"
"LM0272","E57aDSV","E5",17.3,16.13,"107.253564786113",0,7,"primary"
"LM0273","E57aAHN","E5",19.85,18.66,"106.377277599143",1.31,7,"primary"
"LM0274","E57aFKL","E5",25.91,24.65,"105.111561866126",1.8,7,"primary"
"LM0275","E57aIQV","E5",19.32,19.4,"99.5876288659794",0.33,7,"primary"
"LM0276","E57aHJP","E5",26.62,24.31,"109.502262443439",1.44,7,"primary"
"LM0277","E57aIRW","E5",19.62,19.36,"101.342975206612",1.06,7,"primary"
"LM0278","E57aCOS","E5",17.72,17.54,"101.026225769669",0.92,7,"primary"
"LM0279","E57aGRS","E5",13.68,13.43,"101.861504095309",0.64,7,"primary"
"LM0280","E57aBIT","E5",16.31,16.32,"99.9387254901961",0,7,"primary"
"LM0281","E57aDMS","E5",14.77,14.41,"102.498265093685",0.84,7,"primary"
"LM0282","E57aGVW","E5",25.49,24.32,"104.810855263158",2.21,7,"primary"
"LM0283","E57aEFX","E5",14.34,15.15,"94.6534653465347",0.72,7,"primary"
"LM0284","E57aCRV","E5",20.34,21.53,"94.4728286112401",1.03,7,"primary"
"LM0285","E57aHKP","E5",15.65,15.92,"98.3040201005025",0,7,"primary"
"LM0286","E57aCDK","E5",16.46,15.42,"106.74448767834",0.95,7,"primary"
"LM0287","E57aADY","E5",19.75,19.81,"99.6971226653205",0.72,7,"primary"
"LM0288","E57aBTX","E5",17.14,17.29,"99.1324465008676",0,7,"primary"
"LM0289","E57aCDH","E5",17.8,19.44,"91.5637860082305",0,7,"primary"
"LM0291","E57aCGM","E5",16.67,16.53,"100.846944948578",1.82,7,"primary"
"LM0292","E57aAJP","E5",21.88,20.56,"106.420233463035",1.38,7,"primary"
"LM0293","E57aXYZ","E5",16.93,16.94,"99.9409681227863",0,7,"primary"
"LM0294","E57aEFP","E5",13.51,13.66,"98.9019033674963",1.85,7,"primary"
"LM0295","E57aLWY","E5",17.37,17.12,"101.460280373832",0,7,"primary"
"LM0179","E57aOQZ","E5",17.87,18.93,"94.4004226096144",0.92,8,"primary"
"LM0180","E57aCGI","E5",22.25,24.1,"92.3236514522822",0.99,8,"primary"
"LM0181","E57aLPT","E5",14.81,17.5,"84.6285714285714",0,8,"primary"
"LM0182","E57aACW","E5",18.18,16.94,"107.319952774498",1.78,8,"primary"
"LM0183","E57aDIY","E5",16.11,17.08,"94.3208430913349",0,8,"primary"
"LM0184","E57aLSU","E5",20.95,22.8,"91.8859649122807",1.06,8,"primary"
"LM0185","E57aDMV","E5",19.63,20.1,"97.6616915422885",0,8,"primary"
"LM0186","E57aJPY","E5",17.55,18.1,"96.9613259668508",0,8,"primary"
"LM0187","E57aAPW","E5",13.04,16.71,"78.0371035308199",2.12,8,"primary"
"LM0188","E57aDET","E5",18.23,20.6,"88.495145631068",1,8,"primary"
"LM0189","E57aAOY","E5",13.7,17.03,"80.4462712859659",1,8,"primary"
"LM0190","E57aAIZ","E5",13.14,15.55,"84.5016077170418",1.25,8,"primary"
"LM0191","E57aHOP","E5",21.4,21.97,"97.4055530268548",0,8,"primary"
"LM0192","E57aQSY","E5",19.67,21.06,"93.3998100664767",2.05,8,"primary"
"LM0193","E57aHNZ","E5",12.62,16.4,"76.9512195121951",0,8,"primary"
"LM0194","E57aDEY","E5",17.2,20.37,"84.4378988708885",0.98,8,"primary"
"LM0195","E57aDPW","E5",16.33,16.88,"96.7417061611375",0,8,"primary"
"LM0196","E57aDLZ","E5",20.66,22.5,"91.8222222222222",1.21,8,"primary"
"LM0197","E57aJKZ","E5",21.65,21.35,"101.405152224824",0.53,8,"primary"
"LM0198","E57aAJQ","E5",16.2,17.65,"91.7847025495751",0,8,"primary"
"LM0199","E57aFKS","E5",27.05,26.85,"100.744878957169",0.9,8,"primary"
"LM0200","E57aIKW","E5",24.84,22.32,"111.290322580645",0,8,"primary"
"LM0201","E57aDPR","E5",22.12,21.75,"101.701149425287",2.08,8,"primary"
"LM0202","E57aBEO","E5",15.72,17.68,"88.9140271493213",0,8,"primary"
"LM0203","E57aBCO","E5",21.57,20.26,"106.465942744324",0.55,8,"primary"
"LM0204","E57aJMO","E5",20.42,19.26,"106.022845275182",1.65,8,"primary"
"LM0206","E57aMWZ","E5",16.23,16.97,"95.6393635827932",0,8,"primary"
"LM0207","E57aBNW","E5",17.2,17.27,"99.5946728430805",1.33,8,"primary"
"LM0208","E57aFHR","E5",23.44,22.82,"102.716914986854",1.05,8,"primary"
"LM0209","E57aLMY","E5",22.94,22.09,"103.847894975102",0,8,"primary"
"LM0210","E57aLPX","E5",16.9,15.65,"107.987220447284",1.69,8,"primary"
"LM0211","E57aFPS","E5",17.26,17.42,"99.081515499426",0,8,"primary"
"LM0212","E57aCNR","E5",20.18,21.58,"93.5125115848008",1.12,8,"primary"
"LM0213","E57aNST","E5",16.57,15.39,"107.667316439246",1.89,8,"primary"
"LM0214","E57aNXZ","E5",26.88,27.43,"97.9948960991615",0,8,"primary"
"LM0215","E57aKNW","E5",24.82,23.9,"103.849372384937",0,8,"primary"
"LM0216","E57aALW","E5",17.04,18.37,"92.7599346761023",0,8,"primary"
"LM0217","E57aLPV","E5",18.32,17.74,"103.269447576099",0.99,8,"primary"
"LM0218","E57aAEL","E5",20.95,20.36,"102.897838899804",0.73,8,"primary"
"LM0219","E57aTUX","E5",20.71,19,"109",1.7,8,"primary"
"LM0220","E57aMRU","E5",19.69,19.72,"99.8478701825558",0,8,"primary"
"LM0221","E57aBFN","E5",18.63,19.73,"94.4247339077547",0.83,8,"primary"
"LM0222","E57aFVX","E5",23.38,23.99,"97.4572738641101",1.43,8,"primary"
"LM0223","E57aALQ","E5",21.24,20.73,"102.46020260492",0.97,8,"primary"
"LM0224","E57aNOV","E5",20.78,19.21,"108.172826652785",0.87,8,"primary"
"LM0225","E57aAGH","E5",29.04,28.05,"103.529411764706",1.01,8,"primary"
"LM0226","E57aEFW","E5",15.96,15.16,"105.277044854881",0,8,"primary"
"LM0227","E57aKQR","E5",20.33,20.03,"101.497753369945",2.75,8,"primary"
"LM0228","E57aATY","E5",18.3,18.56,"98.5991379310345",0,8,"primary"
"LM0229","E57aBHK","E5",13.27,15.82,"83.8811630847029",0.88,8,"primary"
"LM0230","E57aSUV","E5",12.12,15.87,"76.3705103969754",1.55,8,"primary"
"LM0231","E57aNSW","E5",15.87,18.71,"84.8209513629075",0,8,"primary"
"LM0232","E57aBDG","E5",22.6,24.14,"93.6205468102734",0,8,"primary"
"LM0233","E57aNSY","E5",24.08,24.55,"98.0855397148676",0,8,"primary"
"LM0234","E57aEQW","E5",28.47,28.55,"99.7197898423818",0,8,"primary"
"LM0235","E57aDQZ","E5",18.04,17.03,"105.930710510863",0,8,"primary"
"LM0236","E57aJTW","E5",21.93,23.64,"92.7664974619289",0.83,8,"primary"
"LM0237","E57aGMS","E5",9.56,11.02,"86.7513611615245",1.24,8,"primary"
"LM0238","E57aNQW","E5",14.74,15.31,"96.2769431743958",0,8,"primary"
"LM0239","E57aMPT","E5",16.48,16.84,"97.8622327790974",1.4,8,"primary"
"LM0240","E57aAGU","E5",16.97,16.19,"104.817788758493",1.17,8,"primary"
"LM0241","E57aIUZ","E5",12.11,14.51,"83.4596829772571",0,8,"primary"
"LM0242","E57aIMS","E5",14.8,15.65,"94.5686900958467",1.86,8,"primary"
"LM0243","E57aABH","E5",14.5,18.58,"78.0409041980625",0,8,"primary"
"LM0244","E57aJSU","E5",11.69,12.33,"94.8094079480941",0.69,8,"primary"
"LM0245","E57aDLX","E5",13.29,16.71,"79.5332136445242",0.6,8,"primary"
"LM0246","E57aAMS","E5",17.93,17.95,"99.8885793871866",0,8,"primary"
"LM0247","E57aGQS","E5",23.28,25.21,"92.3443078143594",0.09,8,"primary"
"LM0248","E57aAIV","E5",19.57,17.99,"108.782657031684",0,8,"primary"
